FM-M10-after-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-before-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M11-after-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M12-before-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M12-before-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M12-before-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M12-before-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
